longitude,latitude
-73.874, 40.7769
-74.00132751464844,40.68571853637695
-73.99417877197266,40.69548034667969
-73.98060607910156,40.6788444519043
-73.72852325439453,40.65764999389648
-73.96175384521484,40.77688980102539
-73.79962921142578,40.6899299621582
-73.97600555419923,40.75136184692383
-73.91095733642578,40.68437957763672
-73.95503997802734,40.73498916625977
-73.86324310302734,40.76939010620117
-73.8416748046875,40.6507682800293
-73.93976593017578,40.83562088012695
-73.9151382446289,40.84225845336913
-73.83999633789062,40.72017288208008
-73.98005676269531,40.79056167602539
-73.96549224853516,40.64179992675781
-73.84980010986328,40.72317886352539
-73.96653747558594,40.7130012512207
-73.97578430175781,40.658027648925774
-73.97347259521484,40.79806137084961
-73.92147064208984,40.81099319458008
-73.94496154785155,40.72262573242188
-73.98143768310547,40.68568420410156
-73.94526672363281,40.79010009765625
-73.93396759033203,40.69258499145508
-73.82174682617188,40.79497909545898
-73.82689666748048,40.7516975402832
-73.87616729736328,40.75698471069336
-73.92501831054686,40.740249633789055
-73.93073272705078,40.76097106933594
-73.92603302001955,40.86772155761719
-73.9510269165039,40.802642822265625
-73.96087646484375,40.801624298095696
-73.96891784667969,40.75926971435547
-73.7074203491211,40.742618560791016
-73.99797821044923,40.67791748046875
-73.95077514648438,40.78586196899415
-73.99925231933594,40.72772216796875
-73.99021911621094,40.734561920166016
-73.82202911376955,40.7552604675293
-73.97926330566406,40.78178787231445
-73.91097259521484,40.885650634765625
-73.96974945068358,40.75566101074219
-73.96807098388672,40.768253326416016
-73.98178100585938,40.77698516845703
-73.97964477539062,40.761531829833984
-73.9277801513672,40.76639938354492
-73.957763671875,40.76948928833008
-73.98331451416014,40.72062683105469
-73.95476531982422,40.69256591796875
-73.93881225585938,40.8074607849121
-73.98109436035155,40.765708923339844
-73.9474105834961,40.77608871459961
-73.94837188720702,40.78484725952149
-73.81597137451173,40.69018173217773
-73.91038513183594,40.76164627075195
-73.97431945800781,40.731971740722656
-73.97051239013672,40.68948364257813
-73.87960052490234,40.82221984863281
-73.95975494384766,40.75993728637695
-73.9832992553711,40.76435089111328
-73.92880249023438,40.76367568969727
-73.98007202148438,40.73346710205078
-73.96662139892578,40.75577163696289
-73.99958801269531,40.73881149291992
-73.99124908447266,40.71470260620117
-73.96260070800781,40.684791564941406
-73.94815826416014,40.83442306518555
-73.89064025878906,40.746280670166016
-73.94830322265625,40.816368103027344
-73.80658721923827,40.65593719482422
-73.974365234375,40.72588348388672
-73.99796295166014,40.6806755065918
-73.99465179443358,40.75529098510742
-73.9820327758789,40.75173950195313
-73.90245819091797,40.83477020263672
-73.95623779296875,40.6536979675293
-73.97984313964845,40.717628479003906
-73.92726898193358,40.77632141113281
-73.90959930419923,40.777103424072266
-73.89627838134766,40.85628128051758
-74.00055694580078,40.74446868896485
-73.9363021850586,40.81465530395508
-73.86177825927734,40.72889709472656
-73.98275756835938,40.75654602050781
-73.99710083007811,40.738372802734375
-74.00019073486328,40.74765396118164
-73.92256164550781,40.76956176757813
-73.93896484375,40.63674545288085
-73.79108428955078,40.68878173828125
-73.88138580322266,40.763919830322266
-73.99179077148438,40.74661636352539
-73.83309173583984,40.88956832885742
-73.86115264892578,40.75299835205078
-73.9632797241211,40.72035598754883
-73.72624969482422,40.72551345825195
-73.88540649414062,40.83612823486328
-73.98489379882812,40.75339126586913
-74.03340911865234,40.61639022827149
-73.98602294921875,40.72946548461913
-73.95255279541014,40.77323913574219
-73.80738830566406,40.689640045166016
-73.82312774658203,40.71513366699219
-73.92708587646483,40.75528335571289
-73.93852996826173,40.65340042114258
-73.94434356689453,40.6914291381836
-73.89115142822266,40.82865905761719
-73.95954132080078,40.81567001342773
-73.8905029296875,40.86769485473633
-73.97288513183594,40.68821334838867
-73.93482208251955,40.85174179077149
-73.95781707763672,40.776329040527344
-73.91777038574219,40.66646957397461
-73.98556518554686,40.66376876831055
-73.92649078369139,40.73643112182617
-73.99932861328125,40.759952545166016
-74.00995635986328,40.71038818359375
-74.00507354736328,40.733154296875
-73.87720489501955,40.72394943237305
-73.97434997558594,40.786582946777344
-73.76065826416014,40.71969604492188
-73.98861694335938,40.69353103637695
-74.00621795654298,40.70734024047852
-73.96845245361328,40.68601989746094
-73.98244476318358,40.73127746582031
-73.94049835205078,40.82643127441406
-73.8301239013672,40.69155883789063
-73.87786865234375,40.76124954223633
-73.94757080078125,40.778770446777344
-73.93950653076173,40.59294509887695
-73.99000549316406,40.757678985595696
-74.0037384033203,40.71612548828125
-74.01519775390625,40.70930480957031
-73.98155212402342,40.78400802612305
-73.8867645263672,40.75337600708008
-73.74989318847656,40.73171615600585
-73.97865295410156,40.67037963867188
-73.96504211425781,40.80118942260742
-73.709228515625,40.66191864013672
-73.96063232421875,40.767433166503906
-73.82575988769531,40.78157806396485
-73.87621307373048,40.767494201660156
-73.86175537109375,40.737789154052734
-73.9617919921875,40.76055145263672
-73.9861068725586,40.7477912902832
-73.868408203125,40.66849136352539
-73.8849105834961,40.74420166015625
-73.9132080078125,40.75534057617188
-73.86585235595702,40.77106857299805
-73.78868865966798,40.69310760498047
-73.8729476928711,40.774497985839844
-73.96227264404298,40.77027130126953
-73.99329376220702,40.72433090209961
-73.94860076904298,40.823890686035156
-73.98408508300781,40.7700424194336
-73.87545013427734,40.76349258422852
-73.95411682128906,40.678138732910156
-73.77633666992188,40.64580535888672
-73.98271942138672,40.761863708496094
-73.9915542602539,40.75006484985352
-73.86203765869139,40.84716033935547
-74.18330383300781,40.688003540039055
-73.78870391845702,40.641502380371094
-73.9385986328125,40.8239631652832
-73.812744140625,40.73202133178711
-73.98683929443358,40.75836181640625
-73.91400909423827,40.746109008789055
-73.78998565673827,40.64693832397461
-73.99920654296875,40.73353958129883
-73.84315490722656,40.75511169433594
-73.82087707519531,40.71445083618164
-74.17729949951173,40.695072174072266
-73.82523345947266,40.86167907714844
-73.9314956665039,40.797760009765625
-73.98416900634766,40.6802978515625
-73.95307159423827,40.7884635925293
-73.8047332763672,40.712566375732415
-73.84777069091797,40.7293701171875
-73.97697448730467,40.73603820800781
-73.98490142822266,40.74509811401367
-73.81075286865234,40.79507827758789
-73.97042846679686,40.75192642211913
-73.87291717529298,40.71331405639648
-73.94873046875,40.782039642333984
-73.78189849853516,40.71628952026367
-73.96842193603516,40.59052276611328
-73.98463439941406,40.68440628051758
-73.97246551513672,40.69805145263672
-73.9937973022461,40.73588943481445
-73.93236541748048,40.68446350097656
-73.9623794555664,40.7646713256836
-73.9805145263672,40.75474166870117
-73.94096374511719,40.67144012451172
-73.98945617675781,40.77651596069336
-73.9971923828125,40.76668930053711
-73.92496490478516,40.82594680786133
-73.98767852783203,40.74454879760742
-73.95634460449219,40.74700927734375
-73.78340148925781,40.64374923706055
-73.94735717773438,40.66699981689453
-73.81761169433594,40.7229118347168
-73.99764251708984,40.71480178833008
-73.89794921875,40.7210807800293
-73.88764953613281,40.757118225097656
-73.97650146484375,40.75973510742188
-73.98013305664062,40.67293167114258
-73.79014587402342,40.76283264160156
-73.99535369873048,40.72811508178711
-73.9794921875,40.747234344482415
-73.93412017822266,40.803047180175774
-73.82030487060547,40.72258758544922
-73.85726165771484,40.69243621826172
-73.9516372680664,40.74972534179688
-73.95612335205078,40.66278839111328
-73.9773178100586,40.79245376586913
-73.92567443847656,40.70539855957031
-73.9874038696289,40.73866653442383
-73.97756958007811,40.756797790527344
-74.13680267333984,40.60062026977539
-73.91088104248048,40.75949096679688
-73.93724822998048,40.80428695678711
-74.00672912597656,40.71034622192383
-73.85809326171875,40.67730712890625
-73.92682647705078,40.75747680664063
-73.85485076904298,40.729095458984375
-73.93494415283203,40.79649353027344
-73.86859130859375,40.77153015136719
-74.01932525634766,40.89917755126953
-74.00237274169923,40.71871948242188
-73.7295913696289,40.62139892578125
-73.78634643554686,40.64522933959961
-73.98556518554686,40.76148986816406
-73.97737884521484,40.72916030883789
-73.98896026611328,40.742408752441406
-73.78099822998048,40.741077423095696
-73.98612976074219,40.692291259765625
-73.9551773071289,40.77682876586913
-73.88748931884766,40.6572151184082
-73.989501953125,40.690818786621094
-73.90567016601562,40.64561080932617
-73.9911880493164,40.73926162719727
-73.99278259277344,40.72998046875
-73.9542007446289,40.78004837036133
